id,screen_name,state,create_at,Codes,Majority Vote,Confidence Score,Comments
275,JohnnyLezama,California,6/8/2020, Who is at risk? , Who is at risk? ,1,
276,btheboss,Maryland,6/8/2020, Mask effectiveness , Mask effectiveness ,1,
277,mugsaway28,New York,6/8/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
278,antitrumpaanzie,Virginia,6/9/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
279,RVA_Mommy,Virginia,6/9/2020," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others "," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others ",1,
280,literarytally,California,6/10/2020," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others "," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others ",1,
281,cinimodphoto,Florida,6/11/2020, Mask behavior of others , Mask behavior of others ,1,
282,MyAgentJose,New York,6/11/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
283,Aurora_313Poet,Michigan,6/11/2020, COVID severity , COVID severity ,1,
284,monichannn,Alabama,6/11/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
285,danrivera01843,Massachusetts,6/11/2020, Nonrelevant, Nonrelevant,1,
286,katenglese,California,6/11/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
287,patrice_noonan,Delaware,6/11/2020," Who is at risk? 
 Mask effectiveness "," Who is at risk? 
 Mask effectiveness ",1,
288,dmbdmg,Colorado,6/11/2020, Who is at risk? , Who is at risk? ,1,
289,swkraz,Arizona,6/12/2020, Mask behavior of others , Mask behavior of others ,1,
290,KatraFilmSeries,New York,6/12/2020, Nonrelevant, Nonrelevant,1,
291,ronrights,Florida,6/12/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
292,momoxmochi,California,6/12/2020,"Mask guidelines and policies 
 Mask behavior of others 
 Mask effectiveness ","Mask guidelines and policies 
 Mask behavior of others 
 Mask effectiveness ",1,
293,JenDeplorable,North Carolina,6/13/2020," Who is at risk? 
 Mask effectiveness "," Who is at risk? 
 Mask effectiveness ",1,
294,Gods_4real,Kentucky,6/13/2020, Mask behavior of others , Mask behavior of others ,1,
295,parkercherry47,Texas,6/13/2020, COVID severity , COVID severity ,1,
296,LibertyAndFree4,Florida,6/13/2020, Mask behavior of others , Mask behavior of others ,1,
297,Thee_Natt,Ohio,6/14/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
298,graceunderfir18,Massachusetts,6/14/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
299,auker_a,Pennsylvania,6/14/2020, Nonrelevant, Nonrelevant,1,
300,MyLuvIsElectric,Ohio,6/14/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
301,ra_deplorable,Texas,6/15/2020," Political legitimizing of risk 
 COVID severity 
 Mask effectiveness "," Political legitimizing of risk 
 COVID severity 
 Mask effectiveness ",1,
303,righttroop79,Delaware,6/15/2020, Mask behavior of others , Mask behavior of others ,1,
304,SallyDehner,Missouri,6/15/2020," COVID severity 
 Mask effectiveness "," COVID severity 
 Mask effectiveness ",1,
305,yassaminansari,Arizona,6/15/2020," COVID severity 
 Mask effectiveness "," COVID severity 
 Mask effectiveness ",1,
306,Par_T_Shots_Bob,New York,6/16/2020, Mask behavior of others , Mask behavior of others ,1,
307,redheadbf,Arizona,6/16/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
308,Far_fromNormal1,Georgia,6/16/2020, Mask behavior of others , Mask behavior of others ,1,
309,LPinderTV,South Carolina,6/17/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
310,lydiawallace34,California,6/23/2020, Mask behavior of others , Mask behavior of others ,1,
311,MelissaLGoforth,South Carolina,6/24/2020," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others "," Political legitimizing of risk 
 Who is at risk? 
 Mask behavior of others ",1,
312,richardbagdonas,Texas,6/24/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
313,GameSpartns,Nevada,6/24/2020, Mask effectiveness , Mask effectiveness ,1,
314,political_LP,Illinois,6/25/2020, Mask behavior of others , Mask behavior of others ,1,
315,FrancoRipple,Florida,6/25/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
316,taddschwartz,Florida,6/25/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
317,cowcoach,Oklahoma,6/25/2020, Nonrelevant, Nonrelevant,1,
318,larissa_1084,Texas,6/25/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
319,RadnorPD,Pennsylvania,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
320,bklynitemedia,New York,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
321,TanyaWood1958,Florida,6/26/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
322,joeyshortsleeve,New York,6/26/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
323,ScottImmordino,Alabama,6/26/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
324,girlwitaboyname,New York,6/26/2020," Political legitimizing of risk 
 COVID desensitization "," Political legitimizing of risk 
 COVID desensitization ",1,
325,nakedauthor,California,6/26/2020, Nonrelevant, Nonrelevant,1,
326,annayoung___,South Carolina,6/26/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
327,Simona_sim163,Texas,6/26/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
328,_marilynramirez,New York,6/26/2020," COVID severity 
 COVID desensitization "," COVID severity 
 COVID desensitization ",1,
329,FanFitGo,Florida,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
330,priceisright4,Texas,6/27/2020, COVID severity , COVID severity ,1,
331,iveyjanette_207,New Mexico,6/27/2020, Who is at risk? , Who is at risk? ,1,
332,Auramvasquez,California,6/27/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
333,carolimade,California,6/27/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
334,NicoleZiege,Kentucky,6/28/2020, Mask behavior of others , Mask behavior of others ,1,
335,NoetheMatt,Massachusetts,6/28/2020, Who is at risk? , Who is at risk? ,1,
336,LetaBlake,Tennessee,6/28/2020, Nonrelevant, Nonrelevant,1,
337,sheristepper,Florida,6/28/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
338,rychemom,Washington,6/28/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
339,NextTYTReporter,Oregon,6/28/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
340,a_Raleighite,North Carolina,6/29/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
341,fmarcanojr,New Jersey,6/29/2020, Mask behavior of others , Mask behavior of others ,1,
342,d_walters237,Oklahoma,6/29/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
343,DJJRS_,New Jersey,6/29/2020, Who is at risk? , Who is at risk? ,1,
344,lsykes2017,North Carolina,6/29/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
345,maconcakes,Georgia,6/30/2020, Who is at risk? , Who is at risk? ,1,
346,LyssTrahan,Tennessee,6/30/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
347,rkangphoto,California,6/30/2020, Mask behavior of others , Mask behavior of others ,1,
348,WendyLeighS,Pennsylvania,6/30/2020, Who is at risk? , Who is at risk? ,1,
349,Smaknificent,Nevada,6/30/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
350,TheBenMayne,California,6/30/2020, COVID severity , COVID severity ,1,
1,charlielangton,Michigan,1/29/2020, COVID severity , COVID severity ,1,
2,xchippyx3,California,1/29/2020, Who is at risk? , Who is at risk? ,1,
3,MelAddington,California,1/30/2020, Mask behavior of others , Mask behavior of others ,1,
4,idabomb,Tennessee,2/16/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
5,LordeThottie,Texas,3/1/2020, COVID severity , COVID severity ,1,
6,Tone_C3,Minnesota,3/2/2020, Mask effectiveness , Mask effectiveness ,1,
7,StefanKertesz,Alabama,3/2/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
8,latricebutts,New York,3/3/2020, Who is at risk? , Who is at risk? ,1,
9,John_Hudson,District of Columbia,3/3/2020, Nonrelevant, Nonrelevant,1,
10,LarryOG14,Arizona,3/4/2020, COVID severity , COVID severity ,1,
11,makeup_withtayy,Arizona,3/4/2020, Mask effectiveness , Mask effectiveness ,1,
12,JordanTGannon,Minnesota,3/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
13,KlatuBaradaNiko,Washington,3/5/2020, Who is at risk? , Who is at risk? ,1,
14,DaleEArnold,Massachusetts,3/7/2020, Mask behavior of others , Mask behavior of others ,1,
15,karlas_sweet,Pennsylvania,3/18/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
16,DrJerath,Colorado,3/22/2020, Who is at risk? , Who is at risk? ,1,
17,DrAsaDonBrown,New York,3/22/2020, Nonrelevant, Nonrelevant,1,
18,mowinningham,Tennessee,3/27/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
19,CarolineGoggin,Massachusetts,3/27/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
20,PAbeywardena,New York,3/28/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
21,ShahSlater,Pennsylvania,3/29/2020, Nonrelevant, Nonrelevant,1,
22,sam_eagan,New York,3/30/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
23,HubbJoanne,Massachusetts,3/30/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
24,blakeyblake__,California,3/31/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
25,MajorMikeWebb1,Virginia,3/31/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
26,adgemc,Pennsylvania,4/1/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
27,Jennmparks,California,4/2/2020, Mask behavior of others , Mask behavior of others ,1,
28,goldenroadbrew,California,4/3/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
29,SheilaShowPHL,Pennsylvania,4/3/2020, Who is at risk? , Who is at risk? ,1,
30,Bromswell,Georgia,4/3/2020, Who is at risk? , Who is at risk? ,1,
31,Principal_IT,Florida,4/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
32,stillwaterwill,Oklahoma,4/4/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
33,serengetisunset,Washington,4/5/2020,"Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ","Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ",1,
34,AnsleyChea,Georgia,4/5/2020,"Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ","Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ",1,
35,AliBradleyTV,Washington,4/5/2020," Who is at risk? 
 Mask effectiveness "," Who is at risk? 
 Mask effectiveness ",1,
36,StaceyWoke,Tennessee,4/5/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
37,Joeycules,Texas,4/6/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
38,kmholden3,Tennessee,4/7/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
39,GOPdiedin2016,Michigan,4/7/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
40,DMV_Unlocked,District of Columbia,4/7/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
41,JeffreyKetterer,Ohio,4/11/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 Mask effectiveness ","Mask guidelines and policies 
 Political legitimizing of risk 
 Mask effectiveness ",1,
42,DetBlkAttorney,Michigan,4/11/2020, Who is at risk? , Who is at risk? ,1,
43,Wher_BrooklynAt,Texas,4/13/2020, Mask behavior of others , Mask behavior of others ,1,
44,Mike_Scorpio,Colorado,4/18/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
45,ifuaskmee,Illinois,4/18/2020, Who is at risk? , Who is at risk? ,1,
46,_EricCJohnson,Virginia,4/21/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
47,HygiaHealth,Texas,4/23/2020, COVID severity , COVID severity ,1,
48,ashc0301,North Carolina,4/24/2020,"Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ","Mask guidelines and policies 
 Who is at risk? 
 Mask effectiveness ",1,
49,abrahamcho,New York,4/24/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
50,DavidDePillo,Illinois,4/25/2020," Mask behavior of others 
 Mask effectiveness "," Mask behavior of others 
 Mask effectiveness ",1,
51,christianharlow,Louisiana,4/25/2020, Who is at risk? , Who is at risk? ,1,
52,liahann,Washington,5/1/2020, Who is at risk? , Who is at risk? ,1,
53,wmalnews,Maryland,5/1/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
54,gregory1941,Utah,5/1/2020, Mask effectiveness , Mask effectiveness ,1,
55,CWGW4128,North Carolina,5/1/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
56,SilverSpurMktg,Colorado,5/1/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
57,RgSoletzky,Arizona,5/1/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
58,maebo,Rhode Island,5/1/2020, Nonrelevant, Nonrelevant,1,
59,machusonline,Oregon,5/1/2020, Nonrelevant, Nonrelevant,1,
60,wtcgroup,California,5/2/2020, Nonrelevant, Nonrelevant,1,
61,GokcinCinar,Georgia,5/2/2020," Mask behavior of others 
 COVID desensitization "," Mask behavior of others 
 COVID desensitization ",1,
62,janelly____,California,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
63,KarahWGME,Maine,5/2/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
64,robertkirkbri13,California,5/3/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
65,JenDeJournett,Minnesota,5/3/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
66,PopcornPeteShow,Illinois,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
67,oluobededom,Texas,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
68,amberdmakeup,California,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
69,SerNiche,North Carolina,5/3/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
70,renniecoleman1,California,5/3/2020, Who is at risk? , Who is at risk? ,1,
71,Little_Lo_Co89,Georgia,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
72,swagvirgo,Maryland,5/3/2020, Nonrelevant, Nonrelevant,1,
73,JTrevinoNano,New York,5/3/2020, Mask effectiveness , Mask effectiveness ,1,
74,rubendiazjr,New York,5/4/2020, COVID severity , COVID severity ,1,
75,ydanis,New York,5/4/2020, COVID severity , COVID severity ,1,
76,msteidinger,California,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
77,TheDonDaddy1,Michigan,5/4/2020, Who is at risk? , Who is at risk? ,1,
78,ClayTroia,New York,5/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
79,roygbiv927,New York,5/5/2020, Who is at risk? , Who is at risk? ,1,
80,shshoshhh,New York,5/5/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
